"","Names","scores"
"61","Otu1696",-0.18804739522784
"62","Otu538",-0.184821302555868
"63","Otu2561",-0.18319633350197
"64","Otu127",-0.181293766208571
"65","Otu1684",-0.180845236519043
"66","Otu274",-0.177879484808862
"67","Otu1685",-0.177501382858584
"68","Otu44",-0.169990878913453
"69","Otu2067",-0.164899530681667
"70","Otu1694",-0.151400287173186
"71","Otu261",-0.145077925930252
"72","Otu289",-0.141316027200728
"73","Otu2239",-0.140775688615307
"74","Otu1688",-0.138033323435803
"75","Otu2046",-0.137993168330801
"76","Otu2231",-0.136849411727474
"77","Otu278",-0.135134412563702
"78","Otu2095",-0.134231729427376
"79","Otu1406",-0.133703271121572
"80","Otu2365",-0.133490609227292
"81","Otu1502",-0.132494374816723
"82","Otu2128",-0.130575920762588
"83","Otu2330",-0.127889622431417
"84","Otu1288",-0.127543892267081
"85","Otu2568",-0.124782239500927
"86","Otu2334",-0.124286248008053
"87","Otu52",-0.124226687956058
"88","Otu146",-0.123700871647924
"89","Otu1249",-0.122359459087844
"90","Otu123",-0.121439363417964
"91","Otu280",-0.121225347971937
"92","Otu284",-0.11995185339918
"93","Otu2878",-0.117299580832468
"94","Otu2098",-0.116227838079804
"95","Otu271",-0.116219598834693
"96","Otu124",-0.115897946905119
"97","Otu1927",-0.11483346809147
"98","Otu1333",-0.113727046683891
"99","Otu2559",-0.113722182875685
"100","Otu2236",-0.11329240192423
"101","Otu483",-0.111257518993319
"102","Otu2234",-0.110836045614965
"103","Otu498",-0.106907928327355
"104","Otu258",-0.106048445609272
"105","Otu455",-0.105822458523356
"106","Otu1693",-0.104499807209431
"107","Otu3383",-0.104286968284389
"108","Otu450",-0.103153845541486
"109","Otu2122",-0.102627433441357
"110","Otu71",-0.101343562495295
"111","Otu1935",-0.100557971929066
"112","Otu121",-0.0997752296423595
"113","Otu2083",-0.0983582700397259
"114","Otu1467",-0.0925187699216496
"115","Otu3380",-0.0920517303361513
"116","Otu1691",-0.0910746823794594
"117","Otu286",-0.0900665514501299
"118","Otu456",-0.0884773446885393
"119","Otu1465",-0.0862119198496018
"120","Otu1267",-0.0861762767505403
"121","Otu1469",-0.0855111494858799
"122","Otu535",-0.0837681532816173
"123","Otu1621",-0.0836231715913434
"124","Otu1618",-0.0833281551961144
"125","Otu1924",-0.0818846071285629
"126","Otu2091",-0.080044523390577
"127","Otu2565",-0.0795326111224832
"128","Otu242",-0.0794027561328415
"129","Otu1682",-0.0788869145370182
"130","Otu3381",-0.0779378252180334
"131","Otu523",-0.0757299621282921
"132","Otu1274",-0.0754162638035878
"133","Otu66",-0.0717664963604051
"134","Otu2049",-0.0714110208701527
"135","Otu1434",-0.0712664732316622
"136","Otu472",-0.0709259463039107
"137","Otu493",-0.0704989045638512
"138","Otu275",-0.0702626725638795
"139","Otu1450",-0.0696949340723886
"140","Otu37",-0.0689485886349292
"141","Otu1334",-0.0683924720015206
"142","Otu1327",-0.0673724352399853
"143","Otu1614",-0.0664649269185833
"144","Otu1392",-0.0661216284504141
"145","Otu1285",-0.0660930781002803
"146","Otu1617",-0.0660087618156953
"147","Otu475",-0.0653531205792056
"148","Otu2390",-0.0651559605821736
"149","Otu1310",-0.0651423084375596
"150","Otu292",-0.0651377142695202
"151","Otu2994",-0.0640912127114284
"152","Otu1448",-0.0617501890594454
"153","Otu2125",-0.0612412791858666
"154","Otu139",-0.0610805437814446
"155","Otu1917",-0.0608962426411709
"156","Otu2136",-0.0596873151579347
"157","Otu1697",-0.0583632284143827
"158","Otu1461",-0.0580784359021941
"159","Otu2096",-0.0579744837626508
"160","Otu457",-0.0579476827247974
"161","Otu1308",-0.0561938475505144
"162","Otu1925",-0.0560982565632012
"163","Otu1929",-0.0540564737670846
"164","Otu1211",-0.0537494472378103
"165","Otu1197",-0.0528839885789605
"166","Otu1620",-0.0518422497544828
"167","Otu230",-0.0508981926393489
"168","Otu559",-0.0481798984056971
"169","Otu3382",-0.0475619676374373
"170","Otu1625",-0.0433468899753118
"171","Otu1398",-0.0407613021688454
"172","Otu1476",-0.0402988603372737
"173","Otu1443",-0.0401444933388229
"174","Otu1634",-0.0394503584835384
"175","Otu281",-0.0373686760768758
"176","Otu1346",-0.0317578028626507
"177","Otu527",-0.0317235133217442
"178","Otu1394",-0.0310133755359815
"179","Otu266",-0.0268790617595741
"180","Otu2101",-0.0246216441399393
"181","Otu168",-0.0179884484264935
"182","Otu1328",-0.017895938732169
"183","Otu2241",-0.0173163367911883
"184","Otu470",-0.0122727470274649
"185","Otu1926",-0.00784678299383376
"186","Otu255",-0.0072970677772809
"187","Otu1514",-0.00345395305116366
"188","Otu1132",-0.000524504365279508
"189","Otu2097",0.00867004983233325
"190","Otu408",0.0378792728182795
"191","Otu2486",0.0525075704224681
"192","Otu1504",0.0847343042956059
"193","Otu863",0.085480706851723
"194","Otu858",0.0856242428103576
"195","Otu870",0.0861919264943512
"196","Otu1511",0.103336124532257
"197","Otu887",0.103856916815691
"198","Otu2243",0.169757594600329
"199","Otu2247",0.211161949511225
"200","Otu2261",0.245201934671477
"201","Otu2262",0.269488417244136
"202","Otu2259",0.282570709607127
"203","Otu824",0.300567480370892
"204","Otu2257",0.311796138344156
"205","Otu2256",0.322222070019183
"206","Otu641",0.327103543603959
"207","Otu886",0.490075376670437
"208","Otu881",0.521996250795333
"209","Otu129",0.951533195510625
