"","Names","scores"
"1","o__Enterobacterales",-2.19038165587736
"2","o__Thermales",-2.16498631876866
"3","o__Flavobacteriales",-1.26911768040684
"4","o__Sphingobacteriales",-1.19294833672464
"5","o__Candidatus_Kaiserbacteria",-0.234130282200829
"6","o__Bdellovibrionales",0.0794812023553643
"7","o__Saccharimonadales",0.360310018621107
"8","o__0319.6G20",0.706005505200283
"9","o__Oligoflexales",0.728218132972426
"10","o__Pseudomonadales",2.16303433819317
