-0.046433512,-0.0074598882,-0.033625532,0.10739027,-0.12572975,-0.07809714,-0.15652388,-0.017757848,-0.036191963,-0.047491416,-0.050381474,-0.16688098,0.052291185,0.06895368,-0.099308565,-0.23925778,-0.013460706,0.056447685,0.0062760655,-0.27478468
0.074516445,-0.6470286,0.55480283,-1.4606789,-0.46592915,-0.09129782,-1.0065368,-0.3331854,0.5655895,0.13528013,0.6564795,0.8131916,-1.3325012,1.3237497,0.28923082,-0.249948,-0.57368684,0.13661286,0.40375265,-1.0015718
0.16029146,-0.1228248,-0.23044948,0.22169752,0.26676548,0.052892536,-0.16337481,0.126574,0.2641312,-0.039220646,0.1484864,-0.26707065,0.21414702,-0.06747874,-0.1762656,-0.39322928,-0.13308656,-0.20426792,0.098000616,-0.5497301
0.37135127,0.43146637,-1.1554497,0.19361378,1.4118662,1.3578625,-0.3627433,-0.46380153,0.8412783,0.70758414,-0.24322414,-0.063007556,-0.46266195,0.9765556,0.6147907,-2.0175967,-0.04074529,0.8334248,-1.6236662,-0.37883633
-1.9112023,1.012716,-0.43811712,2.1211357,-3.7181814,-1.6607708,-4.6603756,3.5577476,-2.4158158,0.16842704,-3.597627,-0.6824254,0.87341577,3.7886727,-3.7579548,-4.3818545,1.1796381,1.6090181,-1.4311582,-3.729823
-0.15066893,0.060684334,0.10759657,-0.16037272,0.16277523,0.2262873,0.1029496,0.055508714,0.33660114,0.06389926,0.0874731,-0.01986815,0.1041302,-0.024501815,-0.18515824,-0.20475183,-0.111647666,0.10515837,0.14071055,-0.39226007
-0.029779803,0.008545936,-0.027898803,-0.029503874,-0.015573532,0.091862544,-0.0014983071,-0.2535353,0.13672785,-0.036027547,0.12441466,-0.08366889,0.15335518,0.15815008,-0.14087997,-0.20435269,-0.121102706,0.06032164,0.041075468,-0.2548858
-1.3319284,-0.79633355,-0.4159562,-0.25810176,-1.2661132,-0.5092397,-0.6954919,-1.1183474,-0.40455958,-0.09619047,-0.07322952,0.4611436,0.8121151,0.092355065,-0.36701798,-0.6067086,-0.30897683,1.0042341,0.5323099,-0.3679701
-0.016314175,-0.21679361,-0.21641043,-0.776863,0.35701385,0.84266126,-0.23656633,0.14264363,0.67853945,0.3236369,0.47520941,0.12358994,0.15390202,0.03699491,0.76536626,-0.33755544,0.38705063,0.49842817,0.02793887,-0.6552748
-0.25172606,-0.36534122,-0.27728567,0.52423954,-0.10273,-0.027055023,-0.54408133,-0.009780081,0.010636035,-0.29803607,-0.59281707,0.022661433,-0.14440383,0.2900542,-0.77515894,-0.9657312,-0.23210649,-0.47267768,-0.59569347,-0.92910546
-0.5003906,-1.585948,3.5642636,-0.47648174,0.21216716,-0.87307835,-0.36415213,0.79794234,0.6430031,1.165593,-0.062663294,-1.0324349,-0.73739344,-0.6952587,-0.0046456987,0.044486087,-0.45142052,-0.11348861,0.36425948,-2.5374355
